x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
9.2,0.19,0.42,52,2,0.047,0.997582077,16,0.489958479,0.57,104,0.99517,3.09,0.66,10,4
7.4,0.19,0.42,106,6.4,0.067,0.99789779,39,0.51851394,0.57,212,0.9958,3.3,0.33,9.6,6
8.3,0.24,0.27,81,2.1,0.03,0.995690715,22,0.475671188,0.72,162,0.9914,2.99,0.68,11.9,6
7.6,0.21,0.44,59.5,1.9,0.036,0.995640497,10,0.478566496,0.63,119,0.9913,3.01,0.7,12.8,6
7.2,0.24,0.4,53,1.4,0.045,0.995690715,31,0.459392488,0.72,106,0.9914,2.88,0.38,10.8,6
6.7,0.14,0.46,46,1.6,0.036,0.996313204,15,0.527629901,0.42,92,0.99264,3.37,0.49,10.9,5
5.6,0.2,0.22,77.5,1.3,0.049,0.996473783,25,0.572871602,0.6,155,0.99296,3.74,0.43,10,5
8.4,0.58,0.27,58,12.15,0.033,0.997947894,37,0.475671188,1.74,116,0.9959,2.99,0.39,10.8,6
8,0.59,0.71,114,17.35,0.038,1,61,0.469822016,1.77,228,1,2.95,0.75,9.3,5
5.9,0.34,0.31,71,2,0.03,0.994444569,38,0.531478917,1.02,142,0.98892,3.4,0.41,12.9,7
6.2,0.36,0.38,44.5,3.2,0.031,0.994766304,,0.485721426,1.08,89,0.98956,3.06,0.33,12,7
7.8,0.29,0.36,80.5,7,0.042,0.997045636,38,0.5132176,0.87,161,0.9941,3.26,0.37,11.2,8
7,0.17,0.37,37.5,1.5,0.028,0.996092365,26,0.51851394,0.51,75,0.9922,3.3,0.46,10.8,7
7,0.15,0.28,74.5,14.7,0.051,0.998959459,29,0.471291711,0.45,149,0.99792,2.96,0.39,9,7
7.3,0.17,0.36,55.5,8.2,0.028,0.996353351,44,0.496929648,0.51,111,0.99272,3.14,0.41,12.4,6
6.4,0.3,0.27,67.5,4.4,0.055,0.996242942,17,0.509202522,0.9,135,0.9925,3.23,0.44,12.2,6
6.5,0.33,0.38,87,8.3,0.048,0.997456766,68,0.496929648,0.99,174,0.99492,3.14,0.5,9.6,5
7.1,0.21,0.37,50,2.4,0.026,0.995138181,23,0.498310554,0.63,100,0.9903,3.15,0.38,11.4,7
6.4,0.28,0.29,63.5,1.6,0.052,0.996443676,34,0.541579244,0.84,127,0.9929,3.48,0.56,10.5,7
7,0.16,0.73,75,1,0.138,0.996794864,58,0.488550717,0.48,150,0.9936,3.08,0.3,9.2,5
6,0.24,0.32,64.5,6.3,0.03,0.997296345,34,0.546542663,0.72,129,0.9946,3.52,0.41,10.4,5
7.2,0.39,0.54,66,1.4,0.157,0.997241194,34,0.492760389,1.17,132,0.99449,3.11,0.53,9,6
7.6,0.36,0.49,110.5,11.3,0.046,0.99919968,87,0.478566496,1.08,221,0.9984,3.01,0.43,9.2,5
5.8,0.32,0.23,60.5,1.5,0.033,0.994333948,39,0.471291711,0.96,121,0.9887,2.96,0.35,12,5
8.2,0.37,0.36,46.5,1,0.034,0.995288903,17,0.482873584,1.11,93,0.9906,3.04,0.32,11.7,8
7.5,0.21,0.68,66.5,10.9,0.045,0.998899394,38,0.477121255,0.63,133,0.9978,3,0.36,8.7,5
6.8,0.29,0.49,74,1.4,0.142,0.996845023,52,0.488550717,0.87,148,0.9937,3.08,0.49,9,6
7.3,0.24,0.43,34.5,2,0.021,0.994987437,20,0.488550717,0.72,69,0.99,3.08,0.56,12.2,6
6.6,0.55,0.01,61,2.7,0.034,0.995288903,56,0.498310554,1.65,122,0.9906,3.15,0.3,11.9,5
6.6,0.46,0.49,92,7.4,0.052,0.997797575,19,0.492760389,1.38,184,0.9956,3.11,0.38,9,5
7.4,0.3,0.32,64,1.7,0.03,0.996443676,23,0.501059262,0.9,128,0.9929,3.17,0.66,10.9,5
7.6,0.32,0.35,69,1.6,0.092,0.997186041,24,0.503790683,0.96,138,0.99438,3.19,0.44,9.8,5
6.3,0.32,0.32,38,1.5,0.037,0.99495226,12,0.51851394,0.96,76,0.98993,3.3,0.46,12.3,6
7,0.23,0.32,56.5,1.8,0.048,0.99574093,25,0.492760389,0.69,113,0.9915,3.11,0.47,11.1,6
6.6,0.285,0.49,68.5,11.4,0.035,0.998659101,57,0.488550717,0.855,137,0.99732,3.08,0.54,8.9,6
6.4,0.18,0.32,45,9.6,0.052,0.998148286,24,0.525044807,0.54,90,0.9963,3.35,0.49,9.4,6
6.8,0.21,0.55,79.5,14.6,0.053,0.999024524,34,0.46686762,0.63,159,0.99805,2.93,0.44,9.2,5
7.3,0.32,0.25,90,7.2,0.056,0.998048095,47,0.488550717,0.96,180,0.9961,3.08,0.47,8.8,5
7.4,0.21,0.27,49.5,1.2,0.041,0.996343314,27,0.503790683,0.63,99,0.9927,3.19,0.33,9.8,6
6.9,0.28,0.28,69.5,12.2,0.042,0.997607137,52,0.481442629,0.84,139,0.99522,3.03,0.56,10.4,6
7.1,0.25,0.28,55.5,1.2,0.04,0.995861436,31,0.50242712,0.75,111,0.99174,3.18,0.53,11.1,5
8.2,0.24,0.3,53,2.3,0.05,0.996980441,23,0.474216264,0.72,106,0.99397,2.98,0.5,10,5
7.5,0.17,0.34,51,1.4,0.035,0.99589156,13,0.484299839,0.51,102,0.9918,3.05,0.74,11,5
7.1,0.36,0.28,57.5,2.4,0.036,0.994665773,,0.503790683,1.08,115,0.98936,3.19,0.44,13.5,7
8.7,0.31,0.73,95.5,14.35,0.044,1.000064998,27,0.471291711,0.93,191,1.00013,2.96,0.88,8.7,5
6.5,0.22,0.45,98,8,0.053,0.997947894,52,0.509202522,0.66,196,0.9959,3.23,0.48,9.1,6
7.1,0.16,0.36,45,1.2,0.043,0.996242942,21,0.499687083,0.48,90,0.9925,3.16,0.42,11,7
7.1,0.13,0.38,57,1.8,0.046,0.996242942,14,0.521138084,0.39,114,0.9925,3.32,0.9,11.7,6
6.9,0.18,0.38,88,8.1,0.049,0.99789779,44,0.51851394,0.54,176,0.9958,3.3,0.54,9.8,6
8.2,0.61,0.45,59,5.4,0.03,0.997697349,15,0.496929648,1.83,118,0.9954,3.14,0.34,9.6,5
5.8,0.3,0.38,43,4.9,0.039,0.994801488,22,0.509202522,0.9,86,0.98963,3.23,0.58,13.1,7
6.3,0.3,0.91,99.5,8.2,0.034,0.996965396,50,0.530199698,0.9,199,0.99394,3.39,0.49,11.7,6
6.9,0.4,0.3,43.5,10.6,0.033,0.996318222,24,0.498310554,1.2,87,0.99265,3.15,0.45,12.8,6
5.7,0.27,0.16,20,9,0.053,0.997366532,32,0.526339277,0.81,111,0.99474,3.36,0.37,10.4,6
8.3,0.2,0.49,84.5,1.7,0.04,0.99689518,34,0.484299839,0.6,169,0.9938,3.05,0.37,10.1,5
9.2,0.14,0.37,42,1.1,0.034,0.995670628,36,0.484299839,0.42,84,0.99136,3.05,0.55,11.6,6
6.6,0.22,0.23,59,17.3,0.047,0.999529889,37,0.488550717,0.66,118,0.99906,3.08,0.46,8.8,6
7,0.29,0.54,117,10.7,0.046,0.998298553,59,0.484299839,0.87,234,0.9966,3.05,0.61,9.5,5
6.9,0.18,0.38,55,6.5,0.039,0.997145927,20,0.491361694,0.54,110,0.9943,3.1,0.42,10.5,5
6.6,0.39,0.39,110.5,11.9,0.057,0.999254722,51,0.5132176,1.17,221,0.99851,3.26,0.51,8.9,6
10.3,0.17,0.47,16.5,1.4,0.037,0.996945335,5,0.460897843,0.51,33,0.9939,2.89,0.28,9.6,3
7.3,0.2,0.26,61.5,1.6,0.04,0.996182714,36,0.523746467,0.6,123,0.99238,3.34,0.44,10.8,6
7.7,0.29,0.48,89,2.3,0.049,0.996544028,36,0.501059262,0.87,178,0.9931,3.17,0.64,10.6,6
6.7,0.33,0.49,47,1.6,0.167,0.995690715,20,0.492760389,0.99,94,0.9914,3.11,0.5,11.4,6
6.9,0.25,0.24,42.5,3.6,0.057,0.997095783,13,0.475671188,0.75,85,0.9942,2.99,0.48,9.5,4
6.6,0.25,0.32,34,5.6,0.039,0.995806206,15,0.471291711,0.75,68,0.99163,2.96,0.52,11.1,6
6.3,0.24,0.35,54.5,2.3,0.039,0.995268808,43,0.523746467,0.72,109,0.99056,3.34,0.44,11.8,6
8.2,0.26,0.49,50,5.2,0.04,0.997045636,19,0.494154594,0.78,100,0.9941,3.12,0.34,10.1,6
5.8,0.17,0.34,85,1.8,0.045,0.995163303,96,0.5289167,0.51,170,0.99035,3.38,0.9,11.8,8
5.6,0.695,0.06,42,6.8,0.042,0.997155956,9,0.536558443,2.085,84,0.99432,3.44,0.44,10.2,5
7,0.16,0.3,45,2.6,0.043,0.995223593,34,0.459392488,0.48,90,0.99047,2.88,0.47,11.2,6
7,0.19,0.23,52,5.7,0.123,0.997697349,27,0.482873584,0.57,104,0.9954,3.04,0.54,9.4,6
7.6,0.23,0.29,73,8.6,0.053,0.998148286,65,0.492760389,0.69,146,0.9963,3.11,0.32,9.8,6
6.5,0.44,0.47,68.5,5.45,0.014,0.994907031,44,0.495544338,1.32,137,0.98984,3.13,0.32,13,8
7.1,0.18,0.39,79,15.25,0.047,0.999729964,45,0.523746467,0.54,158,0.99946,3.34,0.77,9.1,6
6.9,0.38,0.28,83,8.3,0.062,0.997526942,22,0.499687083,1.14,166,0.99506,3.16,0.72,10.6,5
6.8,0.21,0.27,73,18.15,0.042,1.000049999,41,0.51851394,0.63,146,1.0001,3.3,0.36,8.7,5
5.9,0.27,0.27,48.5,5,0.035,0.995278855,14,0.491361694,0.81,97,0.99058,3.1,0.33,11.8,7
8.1,0.34,0.28,115,7.5,0.04,0.997787553,70,0.496929648,1.02,230,0.99558,3.14,0.55,9.8,6
7.1,0.32,0.4,42,1.5,0.034,0.997196069,13,0.534026106,0.96,84,0.9944,3.42,0.6,10.4,5
6.6,0.23,0.29,72,14.45,0.057,0.998779255,29,0.522444234,0.69,144,0.99756,3.33,0.54,10.2,6
7.2,0.25,0.32,66,1.5,0.047,0.99664437,27,0.5132176,0.75,132,0.9933,3.26,0.44,10.5,5
8.5,0.23,0.34,55,1.3,0.035,0.995871478,54,0.487138375,0.69,110,0.99176,3.07,0.55,11,7
8.3,0.23,0.43,50.5,3.2,0.035,0.996393497,14,0.498310554,0.69,101,0.9928,3.15,0.36,11.5,5
6.4,0.27,0.29,70,3.9,0.034,0.996177695,62,0.491361694,0.81,140,0.99237,3.1,0.59,11.1,6
6.9,0.2,0.36,73.5,1.5,0.031,0.996544028,38,0.525044807,0.6,147,0.9931,3.35,0.56,11,6
6,0.17,0.3,52,7.3,0.039,0.99625298,39,0.463892989,0.51,104,0.99252,2.91,0.57,11,6
8.1,0.28,0.4,48.5,6.9,0.05,0.997546991,30,0.5132176,0.84,97,0.9951,3.26,0.44,10.1,6
6.8,0.45,0.28,61,26.05,0.031,1.001473914,27,0.485721426,1.35,122,1.00295,3.06,0.42,10.6,6
6.8,0.31,0.25,82.5,10.5,0.043,0.998599019,30,0.526339277,0.93,165,0.9972,3.36,0.55,10.55,6
7.3,0.32,0.34,56,6.6,0.032,0.99752193,24,0.507855872,0.96,112,0.99505,3.22,0.46,9.8,6
6.5,0.28,0.28,105,8.5,0.047,0.998098192,54,0.489958479,0.84,210,0.9962,3.09,0.54,8.9,4
6.4,0.22,0.34,52,1.8,0.057,0.997947894,29,0.580924976,0.66,104,0.9959,3.81,0.57,10.3,6
6.6,0.26,0.46,93,7.8,0.047,0.99789779,48,0.505149978,0.78,186,0.9958,3.2,0.54,9.1,5
5.7,0.22,0.22,55,16.65,0.044,0.999274737,39,0.51054501,0.66,110,0.99855,3.24,0.48,9,6
8,0.27,0.24,51,1.2,0.044,0.996443676,20,0.515873844,0.81,102,0.9929,3.28,0.42,10.9,5
7.4,0.27,0.26,86.5,11.8,0.053,0.998493866,55,0.492760389,0.81,173,0.99699,3.11,0.6,9.8,5
6.15,0.21,0.37,40,3.2,0.021,0.995369278,20,0.530199698,0.63,80,0.99076,3.39,0.47,12,5
6.7,0.26,0.29,50,7.1,0.036,0.997667279,28,0.488550717,0.78,100,0.99534,3.08,0.36,9.3,6
6,0.39,0.13,86,1.2,0.042,0.995560144,60,0.485721426,1.17,172,0.99114,3.06,0.52,10.6,5
6.6,0.19,0.28,50,1.1,0.044,0.995188424,38,0.507855872,0.57,100,0.9904,3.22,0.69,11.2,6
7.4,0.19,0.3,114.5,12.8,0.053,0.999299755,48.5,0.496929648,0.57,229,0.9986,3.14,0.49,9.1,7
8,0.3,0.36,35,11,0.034,0.996764767,8,0.484299839,0.9,70,0.99354,3.05,0.41,12.2,6
6.2,0.25,0.25,52.5,1.4,0.03,0.995590277,35,0.51851394,0.75,105,0.9912,3.3,0.44,11.1,7
6.2,0.3,0.21,55.5,1.1,0.032,0.994434513,31,0.472756449,0.9,111,0.9889,2.97,0.42,12.2,6
6.2,0.38,0.42,58.5,2.5,0.038,0.995650541,34,0.526339277,1.14,117,0.99132,3.36,0.59,11.6,7
7.5,0.24,0.31,108.5,13,0.049,0.999249719,46,0.488550717,0.72,217,0.9985,3.08,0.53,8.8,5
7.8,0.32,0.31,97.5,1.7,0.036,0.996493853,46,0.481442629,0.96,195,0.993,3.03,0.48,10.5,5
6.9,0.19,0.39,42,8,0.028,0.996995486,22,0.492760389,0.57,84,0.994,3.11,0.66,10.8,6
6.5,0.3,0.28,54.5,11.45,0.041,0.997085754,29,0.474216264,0.9,109,0.99418,2.98,0.3,10.9,6
6.8,0.18,0.21,52,5.4,0.053,0.997221139,34,0.51851394,0.54,104,0.99445,3.3,0.43,9.4,5
6.1,0.27,0.31,41.5,1.5,0.035,0.995369278,17,0.521138084,0.81,83,0.99076,3.32,0.44,11.1,7
8,0.42,0.36,50.5,5,0.037,0.995991968,34,0.495544338,1.26,101,0.992,3.13,0.57,12.3,7
7.2,0.27,0.37,57,5.4,0.026,0.995861436,27,0.495544338,0.81,114,0.99174,3.13,0.84,12.7,5
5.4,0.33,0.31,54,4,0.03,0.995143206,27,0.51851394,0.99,108,0.99031,3.3,0.43,12.2,7
7.1,0.33,0.3,51,3.3,0.034,0.995590277,30,0.488550717,0.99,102,0.9912,3.08,0.31,12.3,7
7.6,0.47,0.49,110,13,0.239,0.99939982,42,0.471291711,1.41,220,0.9988,2.96,0.51,9.2,5
8.1,0.28,0.4,48.5,6.9,0.05,0.997546991,30,0.5132176,0.84,97,0.9951,3.26,0.44,10.1,6
7.2,0.15,0.39,79.5,1.8,0.043,0.997396611,21,0.546542663,0.45,159,0.9948,3.52,0.47,10,5
7.1,0.43,0.61,77.5,11.8,0.045,0.998699154,54,0.492760389,1.29,155,0.9974,3.11,0.45,8.7,5
5.3,0.585,0.07,72.5,7.1,0.044,0.997246208,34,0.523746467,1.755,145,0.9945,3.34,0.57,9.7,6
8.8,0.39,0.34,64,5.9,0.055,0.996343314,33,0.469822016,1.17,128,0.9927,2.95,0.51,11.8,6
6.7,0.12,0.36,62.5,2.3,0.039,0.996137541,43,0.487138375,0.36,125,0.99229,3.07,0.67,10.1,7
6.1,0.27,0.44,115,6.7,0.041,0.99752193,61,0.494154594,0.81,230,0.99505,3.12,0.4,8.9,5
8.3,0.21,0.49,115.5,19.8,0.054,1.00059982,50,0.475671188,0.63,231,1.0012,2.99,0.54,9.2,5
6.5,0.43,0.28,43.5,11.25,0.032,0.996092365,31,0.480006943,1.29,87,0.9922,3.02,0.38,12.4,6
5.8,0.32,0.31,76.5,2.7,0.049,0.995324068,25,0.536558443,0.96,153,0.99067,3.44,0.73,12.2,7
6.9,0.33,0.62,66,7.5,0.038,0.99570578,46,0.509202522,0.99,132,0.99143,3.23,0.43,13.4,7
6.9,0.24,0.4,99,15.4,0.052,0.999299755,81,0.505149978,0.72,198,0.9986,3.2,0.69,9.4,5
7.8,0.21,0.39,90,1.8,0.034,0.995489829,62,0.489958479,0.63,180,0.991,3.09,0.75,12.6,8
5.6,0.35,0.14,99,5,0.046,0.996845023,48,0.51851394,1.05,198,0.9937,3.3,0.71,10.3,5
7.8,0.3,0.36,99,4.6,0.024,0.996102404,20,0.485721426,0.9,198,0.99222,3.06,0.66,11.9,6
5.8,0.36,0.5,89,1,0.127,0.996052207,63,0.491361694,1.08,178,0.99212,3.1,0.45,9.7,5
6.7,0.42,0.39,124,12.1,0.04,0.998969469,61,0.519827994,1.26,248,0.99794,3.31,0.58,9.7,5
6.4,0.46,0.08,72,4.9,0.046,0.997221139,34,0.491361694,1.38,144,0.99445,3.1,0.56,10,5
6.4,0.17,0.27,50.5,9.9,0.047,0.997977956,26,0.523746467,0.51,101,0.99596,3.34,0.5,9.9,6
6.6,0.32,0.34,106,7.7,0.044,0.997627185,63,0.507855872,0.96,212,0.99526,3.22,0.48,9.7,6
6.8,0.17,0.74,91,2.4,0.053,0.997647232,61,0.559906625,0.51,182,0.9953,3.63,0.76,10.5,6
7.2,0.25,0.39,77.5,18.95,0.038,0.999949999,42,0.472756449,0.75,155,0.9999,2.97,0.47,9,6
6.6,0.28,0.23,95,10.4,0.049,0.998769243,45,0.494154594,0.84,190,0.99754,3.12,0.51,8.8,5
6.9,0.22,0.32,55,9.3,0.04,0.99789779,22,0.523746467,0.66,110,0.9958,3.34,0.54,10.7,7
7.6,0.19,0.41,71.5,1.1,0.04,0.995339138,38,0.465382851,0.57,143,0.9907,2.92,0.42,11.4,5
6.8,0.18,0.28,121,8.5,0.047,0.997597113,52,0.507855872,0.54,242,0.9952,3.22,0.53,10.5,6
6.3,0.32,0.32,50.5,1.5,0.03,0.994600422,24,0.506505032,0.96,101,0.98923,3.21,0.42,13,5
5.5,0.16,0.26,50,1.5,0.032,0.995369278,35,0.53529412,0.48,100,0.99076,3.43,0.77,12,6
7.1,0.36,0.37,57,4.8,0.019,0.995168327,39,0.488550717,1.08,114,0.99036,3.08,0.49,12.7,7
6.2,0.2,0.29,46.5,11.8,0.035,0.996814928,21,0.50242712,0.6,93,0.99364,3.18,0.34,11.9,6
7.1,0.28,0.19,92,7.8,0.04,0.99789278,48,0.499687083,0.84,184,0.99579,3.16,0.5,9.4,5
7.1,0.4,0.52,74.5,1.3,0.148,0.997336453,45,0.488550717,1.2,149,0.99468,3.08,0.56,8.7,5
8.4,0.17,0.31,75,5.4,0.052,0.997647232,47,0.51054501,0.51,150,0.9953,3.24,0.38,9.8,5
7.5,0.27,0.36,82,7,0.036,0.996945335,45,0.481442629,0.81,164,0.9939,3.03,0.33,11,5
6.4,0.27,0.49,103,7.3,0.046,0.997797575,53,0.51054501,0.81,206,0.9956,3.24,0.43,9.2,6
6.7,0.19,0.41,77.5,15.6,0.056,0.999749969,75,0.505149978,0.57,155,0.9995,3.2,0.44,8.8,6
6,0.21,0.3,63.5,8.7,0.036,0.996834991,47,0.50242712,0.63,127,0.99368,3.18,0.39,10.6,5
6.2,0.36,0.45,92,10.4,0.06,0.998553954,22,0.519827994,1.08,184,0.99711,3.31,0.56,9.8,6
7.1,0.19,0.28,39,3.6,0.033,0.996493853,16,0.463892989,0.57,78,0.993,2.91,0.78,11.4,6
6.8,0.24,0.34,49.5,5.1,0.038,0.996042168,31,0.51054501,0.72,99,0.9921,3.24,0.46,11.8,6
5.8,0.32,0.38,47,4.75,0.033,0.995489829,23,0.534026106,0.96,94,0.991,3.42,0.42,11.8,7
6,0.13,0.36,36,1.6,0.052,0.994856774,23,0.491361694,0.39,72,0.98974,3.1,0.5,11.5,7
6.1,0.16,0.34,57,6.1,0.034,0.996819944,31,0.521138084,0.48,114,0.99365,3.32,0.58,10.13333333,7
7.4,0.19,0.3,67.5,1.4,0.057,0.996493853,33,0.494154594,0.57,135,0.993,3.12,0.5,9.6,6
5.7,0.21,0.24,94.5,2.3,0.047,0.997496867,60,0.562292864,0.63,189,0.995,3.65,0.72,10.1,6
5.5,0.12,0.33,65.5,1,0.038,0.995811227,23,0.511883361,0.36,131,0.99164,3.25,0.45,9.8,5
7.4,0.16,0.32,70,1.4,0.065,0.995660585,23,0.485721426,0.48,140,0.99134,3.06,0.47,11.4,6
7.4,0.25,0.37,66,2.6,0.05,0.995680672,24,0.482873584,0.75,132,0.99138,3.04,0.53,11.2,6
8.1,0.2,0.3,24.5,1.3,0.036,0.996202791,7,0.475671188,0.6,49,0.99242,2.99,0.73,10.3,5
5.4,0.22,0.29,76,1.2,0.045,0.995881519,69,0.575187845,0.66,152,0.99178,3.76,0.63,11,7
6.3,0.255,0.37,57,1.1,0.04,0.995238665,37,0.477121255,0.765,114,0.9905,3,0.39,10.9,6
6.4,0.28,0.44,89.5,7.1,0.048,0.997637209,49,0.498310554,0.84,179,0.99528,3.15,0.48,9.2,5
6.4,0.25,0.32,88,5.5,0.049,0.997496867,41,0.503790683,0.75,176,0.995,3.19,0.68,9.2,6
6.2,0.47,0.19,71,8.3,0.029,0.995991968,24,0.507855872,1.41,142,0.992,3.22,0.45,12.3,6
6.4,0.24,0.31,57,2.8,0.038,0.995766037,41,0.527629901,0.72,114,0.99155,3.37,0.66,11.7,7
6.6,0.27,0.25,94,3.1,0.052,0.99574093,41,0.51054501,0.81,188,0.9915,3.24,0.4,11.3,5
6.7,0.28,0.42,52.5,3.5,0.035,0.99509296,43,0.50242712,0.84,105,0.99021,3.18,0.38,12.2,6
6.2,0.36,0.27,36.5,3.2,0.032,0.994695933,13,0.462397998,1.08,73,0.98942,2.9,0.69,12.6,7
7,0.27,0.74,60.5,1.3,0.173,0.996664437,34,0.482873584,0.81,121,0.99334,3.04,0.46,9.2,6
7.2,0.55,0.09,75.5,1.5,0.108,0.99689518,16,0.487138375,1.65,151,0.9938,3.07,0.57,9.2,4
8,0.23,0.37,79.5,9.6,0.054,0.998974474,23,0.521138084,0.69,159,0.99795,3.32,0.47,9.8,4
5.8,0.29,0.27,70,1.6,0.062,0.995680672,17,0.509202522,0.87,140,0.99138,3.23,0.35,11.1,6
6,0.28,0.24,55.5,17.8,0.047,0.999479865,42,0.491361694,0.84,111,0.99896,3.1,0.45,8.9,6
5.9,0.29,0.16,98.5,7.9,0.044,0.997557016,48,0.506505032,0.87,197,0.99512,3.21,0.36,9.4,5
7.1,0.25,0.31,78,2.3,0.05,0.995690715,32,0.496929648,0.75,156,0.9914,3.14,0.51,11.4,6
6.5,0.23,0.36,66.5,16.3,0.038,0.999619928,43,0.5132176,0.69,133,0.99924,3.26,0.41,8.8,5
6.4,0.145,0.49,82,5.4,0.048,0.997296345,54,0.551449998,0.435,164,0.9946,3.56,0.44,10.8,6
6.6,0.56,0.15,78.5,10,0.037,0.998208395,38,0.515873844,1.68,157,0.99642,3.28,0.52,9.4,5
6.9,0.24,0.23,48.5,7.1,0.041,0.996222867,20,0.491361694,0.72,97,0.99246,3.1,0.85,11.4,6
7,0.17,0.31,66,4.8,0.034,0.997196069,34,0.526339277,0.51,132,0.9944,3.36,0.48,9.6,7
5.7,0.15,0.28,75.5,3.7,0.045,0.995640497,57,0.507855872,0.45,151,0.9913,3.22,0.27,11.2,6
7.5,0.33,0.28,77.5,4.9,0.042,0.996920258,21,0.526339277,0.99,155,0.99385,3.36,0.57,10.9,6
6.8,0.27,0.22,58,17.8,0.034,0.999449849,16,0.487138375,0.81,116,0.9989,3.07,0.53,9.2,5
5.8,0.3,0.27,52,1.7,0.014,0.994555177,45,0.531478917,0.9,104,0.98914,3.4,0.56,12.6,7
8.3,0.2,0.74,65,4.45,0.044,0.996192752,33,0.511883361,0.6,130,0.9924,3.25,0.42,12.2,6
8.7,0.3,0.34,63.5,4.8,0.018,0.997366532,23,0.494154594,0.9,127,0.99474,3.12,0.49,11.2,7
6.8,0.18,0.28,56.5,9.8,0.039,0.997025576,29,0.492760389,0.54,113,0.99406,3.11,0.45,10.9,7
7.8,0.3,0.29,67.5,16.85,0.054,0.999899995,23,0.499687083,0.9,135,0.9998,3.16,0.38,9,6
6.1,0.34,0.29,50,2.2,0.036,0.994675827,25,0.485721426,1.02,100,0.98938,3.06,0.44,11.8,6
7.4,0.49,0.24,76.5,15.1,0.03,0.997647232,34,0.495544338,1.47,153,0.9953,3.13,0.51,12,7
6.2,0.33,0.14,64,4.8,0.052,0.997371546,27,0.506505032,0.99,128,0.99475,3.21,0.48,9.4,5
7.3,0.25,0.26,103.5,7.2,0.048,0.997932863,52,0.494154594,0.75,207,0.99587,3.12,0.37,9.2,5
7,0.27,0.41,78.5,18.75,0.042,1.000099995,34,0.471291711,0.81,157,1.0002,2.96,0.5,9.1,5
8.7,0.34,0.46,99,13.8,0.055,0.99939982,68,0.526339277,1.02,198,0.9988,3.36,0.37,9.5,6
7.4,0.28,0.42,97.5,19.8,0.066,1,53,0.471291711,0.84,195,1,2.96,0.44,9.1,5
7.2,0.23,0.19,98.5,13.7,0.052,0.999324772,47,0.494154594,0.69,197,0.99865,3.12,0.53,9,5
6.9,0.36,0.35,62.5,8.6,0.038,0.995791143,37,0.477121255,1.08,125,0.9916,3,0.32,12.4,8
7.7,0.34,0.28,58.5,11,0.04,0.999074572,31,0.514547753,1.02,117,0.99815,3.27,0.29,9.2,6
8.2,0.18,0.31,124.5,11.8,0.039,0.998799279,96,0.487138375,0.54,249,0.9976,3.07,0.52,9.5,6
7.4,0.28,0.5,61,12.1,0.049,0.998649088,48,0.478566496,0.84,122,0.9973,3.01,0.44,9,5
6.8,0.32,0.37,43.5,3.4,0.023,0.995087936,19,0.496929648,0.96,87,0.9902,3.14,0.53,12.7,6
5,0.61,0.12,50,1.3,0.009,0.993680029,65,0.5132176,1.83,100,0.9874,3.26,0.37,13.5,5
8.1,0.3,0.49,72,12.3,0.049,0.998548947,50,0.489958479,0.9,144,0.9971,3.09,0.57,10.2,7
6.4,0.21,0.3,80,5.6,0.044,0.99744674,43,0.556302501,0.63,160,0.9949,3.6,0.41,10.6,6
5.6,0.185,0.19,55,7.1,0.048,0.997186041,36,0.5132176,0.555,110,0.99438,3.26,0.41,9.5,6
6.8,0.18,0.28,56.5,9.8,0.039,0.997025576,29,0.492760389,0.54,113,0.99406,3.11,0.45,10.9,7
6.1,0.25,0.48,47,15.8,0.052,0.998909405,25,0.487138375,0.75,94,0.99782,3.07,0.45,9.2,6
6,0.29,0.21,84,1.3,0.055,0.995690715,42,0.521138084,0.87,168,0.9914,3.32,0.43,11.1,6
6.7,0.29,0.45,90.5,14.3,0.054,0.999344785,30,0.496929648,0.87,181,0.99869,3.14,0.57,9.1,5
6.2,0.33,0.27,67,4.9,0.036,0.996343314,30,0.505149978,0.99,134,0.9927,3.2,0.42,10.4,7
5.8,0.27,0.2,89.5,14.95,0.044,0.998098192,22,0.527629901,0.81,179,0.9962,3.37,0.37,10.2,5
8.7,0.23,0.32,84.5,13.4,0.044,0.999874992,35,0.494154594,0.69,169,0.99975,3.12,0.47,8.8,7
7.3,0.19,0.49,67,15.55,0.058,0.999899995,50,0.534026106,0.57,134,0.9998,3.42,0.36,9.1,7
5.8,0.3,0.12,81.5,1.6,0.036,0.996187733,57,0.5289167,0.9,163,0.99239,3.38,0.59,10.5,6
5.6,0.21,0.4,73.5,1.3,0.041,0.995037688,81,0.507855872,0.63,147,0.9901,3.22,0.95,11.6,8
7.1,0.2,0.37,64.5,1.5,0.049,0.996122482,28,0.498310554,0.6,129,0.99226,3.15,0.52,10.8,5
8,0.25,0.27,42.5,9.7,0.036,0.997025576,15,0.475671188,0.75,85,0.99406,2.99,0.36,11.2,6
4.8,0.29,0.23,90,1.1,0.044,0.994605449,38,0.515873844,0.87,180,0.98924,3.28,0.34,11.9,6
6.1,0.41,0.14,59.5,10.4,0.037,0.997997996,18,0.5289167,1.23,119,0.996,3.38,0.45,10,5
7.4,0.19,0.3,114.5,12.8,0.053,0.999299755,48.5,0.496929648,0.57,229,0.9986,3.14,0.49,9.1,7
7.3,0.49,0.32,52,5.2,0.043,0.997597113,18,0.51054501,1.47,104,0.9952,3.24,0.45,10.7,4
